From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)
XP_022810451.1	A0A2B4R7H4	unreviewed	A0A2B4R7H4_STYPI	C2H2-type domain-containing protein	AWC38_SpisGene23758	Stylophora pistillata (Smooth cauliflower coral)	923			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
XP_020905904.1	A0A913XKU3	unreviewed	A0A913XKU3_EXADI	HECT domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	253			GO:0004842	ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]
XP_027052460.1	A0A3M6TCD3	unreviewed	A0A3M6TCD3_POCDA	Large ribosomal subunit protein uL14 (60S ribosomal protein L23)	pdam_00008183	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	140	cytosolic large ribosomal subunit [GO:0022625]	translation [GO:0006412]	GO:0003735; GO:0006412; GO:0022625; GO:0070180	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
XP_022788129.1	A0A2B4SF19	unreviewed	A0A2B4SF19_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene8165	Stylophora pistillata (Smooth cauliflower coral)	986		DNA metabolic process [GO:0006259]	GO:0003676; GO:0006259; GO:0008270	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA metabolic process [GO:0006259]
XP_027041498.1	A0A3M6U2R0	unreviewed	A0A3M6U2R0_POCDA	VWFA domain-containing protein	pdam_00010652	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1960					
XP_027041498.1	A0A3M6U2W8	unreviewed	A0A3M6U2W8_POCDA	VWFA domain-containing protein	pdam_00010651	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1834					
XP_027047462.1	A0A3M6ULU5	unreviewed	A0A3M6ULU5_POCDA	PiggyBac transposable element-derived protein domain-containing protein	pdam_00026029	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	342					
XP_020911499.1	A0A913XWP8	unreviewed	A0A913XWP8_EXADI	Peptidase aspartic putative domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	332					
XP_027051055.1	A0A3M6TFG9	unreviewed	A0A3M6TFG9_POCDA	Uncharacterized protein	pdam_00002316	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	336					
XP_022788000.1	A0A2B4SEX5	unreviewed	A0A2B4SEX5_STYPI	L-rhamnose mutarotase	rhaM AWC38_SpisGene8126	Stylophora pistillata (Smooth cauliflower coral)	151			GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857]	racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857]
XP_022782964.1	A0A2B4SMG0	unreviewed	A0A2B4SMG0_STYPI	Hemolysin BL-binding component	hblA AWC38_SpisGene4940	Stylophora pistillata (Smooth cauliflower coral)	1070	membrane [GO:0016020]		GO:0003676; GO:0016020	nucleic acid binding [GO:0003676]	membrane [GO:0016020]; nucleic acid binding [GO:0003676]
XP_031565326.1	A0A6P8ICK4	unreviewed	A0A6P8ICK4_ACTTE	Small nuclear ribonucleoprotein Sm D1 (snRNP core protein D1)	LOC116300581	Actinia tenebrosa (Australian red waratah sea anemone)	124	spliceosomal complex [GO:0005681]	spliceosomal snRNP assembly [GO:0000387]	GO:0000387; GO:0003723; GO:0005681	RNA binding [GO:0003723]	spliceosomal complex [GO:0005681]; RNA binding [GO:0003723]; spliceosomal snRNP assembly [GO:0000387]
XP_028516288.1	A0A913YMM7	unreviewed	A0A913YMM7_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	461					
XP_022792425.1	A0A2B4S6V1	unreviewed	A0A2B4S6V1_STYPI	WD repeat-containing protein 65	Wdr65 AWC38_SpisGene10864	Stylophora pistillata (Smooth cauliflower coral)	1474					
XP_028518362.1	A0A913YT44	unreviewed	A0A913YT44_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	363					
XP_022783305.1	A0A2B4SMC5	unreviewed	A0A2B4SMC5_STYPI	Formate acetyltransferase 2	pflD AWC38_SpisGene5125	Stylophora pistillata (Smooth cauliflower coral)	1345	cytosol [GO:0005829]		GO:0004601; GO:0005829; GO:0016740; GO:0016829; GO:0020037; GO:0046872	heme binding [GO:0020037]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]; transferase activity [GO:0016740]	cytosol [GO:0005829]; heme binding [GO:0020037]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]; peroxidase activity [GO:0004601]; transferase activity [GO:0016740]
XP_028518093.1	A0A913YSQ3	unreviewed	A0A913YSQ3_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	1275					
XP_027046177.1	A0A3M6TSC6	unreviewed	A0A3M6TSC6_POCDA	BTB domain-containing protein	pdam_00005263	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	213					
XP_020912553.1	A0A913XZ72	unreviewed	A0A913XZ72_EXADI	DDE Tnp4 domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	343			GO:0046872	metal ion binding [GO:0046872]	metal ion binding [GO:0046872]
XP_020906326.1	A0A913XLQ5	unreviewed	A0A913XLQ5_EXADI	HAT C-terminal dimerisation domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	516			GO:0046983	protein dimerization activity [GO:0046983]	protein dimerization activity [GO:0046983]
XP_031551077.1	A0A6P8HEM1	unreviewed	A0A6P8HEM1_ACTTE	Uncharacterized protein LOC116288431	LOC116288431	Actinia tenebrosa (Australian red waratah sea anemone)	239					
XP_022792007.1	A0A2B4S5W4	unreviewed	A0A2B4S5W4_STYPI	THAP domain-containing protein 5	THAP5 AWC38_SpisGene10620	Stylophora pistillata (Smooth cauliflower coral)	267	nucleus [GO:0005634]	regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000978; GO:0003700; GO:0005634; GO:0006357; GO:0008270	DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; zinc ion binding [GO:0008270]; regulation of transcription by RNA polymerase II [GO:0006357]
XP_022806587.1	A0A2B4RG90	unreviewed	A0A2B4RG90_STYPI	DNA-directed DNA polymerase (EC 2.7.7.7)	ECHDC2 AWC38_SpisGene20426	Stylophora pistillata (Smooth cauliflower coral)	741		DNA replication [GO:0006260]	GO:0000166; GO:0003677; GO:0003887; GO:0006260	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; DNA replication [GO:0006260]
XP_022798382.1	A0A2B4RV64	unreviewed	A0A2B4RV64_STYPI	Ankyrin repeat and protein kinase domain-containing protein 1	ANKK1 AWC38_SpisGene14822	Stylophora pistillata (Smooth cauliflower coral)	942	cytosol [GO:0005829]	cellular response to tumor necrosis factor [GO:0071356]	GO:0005829; GO:0016301; GO:0051059; GO:0071356	kinase activity [GO:0016301]; NF-kappaB binding [GO:0051059]	cytosol [GO:0005829]; kinase activity [GO:0016301]; NF-kappaB binding [GO:0051059]; cellular response to tumor necrosis factor [GO:0071356]
XP_022782935.1	A0A2B4SM90	unreviewed	A0A2B4SM90_STYPI	Retrovirus-related Pol polyprotein from transposon 17.6	pol AWC38_SpisGene4989	Stylophora pistillata (Smooth cauliflower coral)	1407		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]
XP_020910306.1	A0A913XV42	unreviewed	A0A913XV42_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	280					
XP_020895937.1	A0A913WY82	unreviewed	A0A913WY82_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	765					
XP_022804772.1	A0A2B4RK24	unreviewed	A0A2B4RK24_STYPI	Charged multivesicular body protein 4b	chmp4b AWC38_SpisGene19116	Stylophora pistillata (Smooth cauliflower coral)	595		vacuolar transport [GO:0007034]	GO:0007034		vacuolar transport [GO:0007034]
XP_022787278.1	A0A2B4SDX1	unreviewed	A0A2B4SDX1_STYPI	ADP-ribosylation factor-like protein 5B	Arl5b AWC38_SpisGene7712	Stylophora pistillata (Smooth cauliflower coral)	126			GO:0003924; GO:0005525	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
XP_031563945.1	A0A6P8IE21	unreviewed	A0A6P8IE21_ACTTE	Uncharacterized protein LOC116299425	LOC116299425	Actinia tenebrosa (Australian red waratah sea anemone)	1010		DNA metabolic process [GO:0006259]	GO:0003676; GO:0006259	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA metabolic process [GO:0006259]
XP_027055075.1	A0A3M6T5V3	unreviewed	A0A3M6T5V3_POCDA	Large ribosomal subunit protein uL13 (60S ribosomal protein L13a)	pdam_00008961	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	181	cytosolic large ribosomal subunit [GO:0022625]	negative regulation of translation [GO:0017148]; translation [GO:0006412]	GO:0003729; GO:0003735; GO:0006412; GO:0017148; GO:0022625	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; negative regulation of translation [GO:0017148]; translation [GO:0006412]
XP_020908929.1	A0A913XR60	unreviewed	A0A913XR60_EXADI	Pro-Pol polyprotein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	1729		DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]
XP_022793027.1	A0A2B4S4B9	unreviewed	A0A2B4S4B9_STYPI	SAP domain-containing protein	AWC38_SpisGene11812	Stylophora pistillata (Smooth cauliflower coral)	1125			GO:0046872	metal ion binding [GO:0046872]	metal ion binding [GO:0046872]
XP_022808875.1	A0A2B4R5H2	unreviewed	A0A2B4R5H2_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene22308	Stylophora pistillata (Smooth cauliflower coral)	1488			GO:0003677; GO:0004519; GO:0008270; GO:0046983	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; protein dimerization activity [GO:0046983]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; protein dimerization activity [GO:0046983]; zinc ion binding [GO:0008270]
XP_022081802.1	A0A8B7XNQ3	unreviewed	A0A8B7XNQ3_ACAPL	Tubulin alpha chain	LOC110974455	Acanthaster planci (Crown-of-thorns starfish)	451	microtubule [GO:0005874]	microtubule-based process [GO:0007017]	GO:0005200; GO:0005525; GO:0005874; GO:0007017; GO:0016787	GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; structural constituent of cytoskeleton [GO:0005200]	microtubule [GO:0005874]; GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]
XP_031556623.1	A0A6P8HNN1	unreviewed	A0A6P8HNN1_ACTTE	Uncharacterized protein LOC116293341	LOC116293341	Actinia tenebrosa (Australian red waratah sea anemone)	390		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
XP_022796020.1	A0A2B4S101	unreviewed	A0A2B4S101_STYPI	N-acetyltransferase domain-containing protein	AWC38_SpisGene13240	Stylophora pistillata (Smooth cauliflower coral)	236			GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]
XP_027057004.1	A0A3M6UW23	unreviewed	A0A3M6UW23_POCDA	Transcription elongation factor SPT4	pdam_00018571	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	114	DSIF complex [GO:0032044]	regulation of DNA-templated transcription [GO:0006355]; transcription elongation-coupled chromatin remodeling [GO:0140673]	GO:0000993; GO:0006355; GO:0008270; GO:0032044; GO:0140673	RNA polymerase II complex binding [GO:0000993]; zinc ion binding [GO:0008270]	DSIF complex [GO:0032044]; RNA polymerase II complex binding [GO:0000993]; zinc ion binding [GO:0008270]; regulation of DNA-templated transcription [GO:0006355]; transcription elongation-coupled chromatin remodeling [GO:0140673]
XP_031556417.1	A0A6P8HUZ5	unreviewed	A0A6P8HUZ5_ACTTE	Uncharacterized protein LOC116293162	LOC116293162	Actinia tenebrosa (Australian red waratah sea anemone)	277	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
