From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)
KAK2565048.1	A0AAD9QPF1	unreviewed	A0AAD9QPF1_ACRCE	Nucleic acid dioxygenase ALKBH1	P5673_011768	Acropora cervicornis (Staghorn coral)	401	cytoplasm [GO:0005737]; nucleus [GO:0005634]	DNA repair [GO:0006281]; oxidative RNA demethylation [GO:0035513]	GO:0005634; GO:0005737; GO:0006281; GO:0008198; GO:0035513; GO:0035515; GO:0035516	broad specificity oxidative DNA demethylase activity [GO:0035516]; ferrous iron binding [GO:0008198]; oxidative RNA demethylase activity [GO:0035515]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; broad specificity oxidative DNA demethylase activity [GO:0035516]; ferrous iron binding [GO:0008198]; oxidative RNA demethylase activity [GO:0035515]; DNA repair [GO:0006281]; oxidative RNA demethylation [GO:0035513]
KAK2565586.1	A0AAD9QQM9	unreviewed	A0AAD9QQM9_ACRCE	Uncharacterized protein	P5673_010711	Acropora cervicornis (Staghorn coral)	254					
KAK2561536.1	A0AAD9QHP8	unreviewed	A0AAD9QHP8_ACRCE	Protein sidekick-1	P5673_015512	Acropora cervicornis (Staghorn coral)	1456	external side of plasma membrane [GO:0009897]; receptor complex [GO:0043235]		GO:0004896; GO:0009897; GO:0019955; GO:0043235	cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]	external side of plasma membrane [GO:0009897]; receptor complex [GO:0043235]; cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]
CAF4122059.1	A0A819WBE4	unreviewed	A0A819WBE4_9BILA	Reverse transcriptase domain-containing protein	OVN521_LOCUS22032	Rotaria magnacalcarata	774			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
PFX27489.1	A0A2B4SEG9	unreviewed	A0A2B4SEG9_STYPI	Transposon Ty3-G Gag-Pol polyprotein	TY3B-G AWC38_SpisGene7819	Stylophora pistillata (Smooth cauliflower coral)	611					
CAH3164071.1	A0AAU9Y0D7	unreviewed	A0AAU9Y0D7_9CNID	OTU domain-containing protein	PMEA_00035851	Pocillopora meandrina	528					
CAB3985352.1	A0A7D9DHK2	unreviewed	A0A7D9DHK2_PARCT	Uncharacterized protein	PACLA_8A010308	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	819					
KAJ7381361.1	A0A9W9ZGK2	unreviewed	A0A9W9ZGK2_9CNID	Uncharacterized protein	OS493_001489	Desmophyllum pertusum	441					
KAK2547941.1	A0AAD9PS73	unreviewed	A0AAD9PS73_ACRCE	Caspase-8	P5673_031960	Acropora cervicornis (Staghorn coral)	458		apoptotic process [GO:0006915]; proteolysis [GO:0006508]; regulation of apoptotic process [GO:0042981]	GO:0004197; GO:0006508; GO:0006915; GO:0042981	cysteine-type endopeptidase activity [GO:0004197]	cysteine-type endopeptidase activity [GO:0004197]; apoptotic process [GO:0006915]; proteolysis [GO:0006508]; regulation of apoptotic process [GO:0042981]
KAK2569707.1	A0AAD9QY61	unreviewed	A0AAD9QY61_ACRCE	Potassium voltage-gated channel subfamily B member 2	P5673_005542	Acropora cervicornis (Staghorn coral)	573	voltage-gated potassium channel complex [GO:0008076]	action potential [GO:0001508]	GO:0001508; GO:0005251; GO:0008076; GO:0015276	delayed rectifier potassium channel activity [GO:0005251]; ligand-gated monoatomic ion channel activity [GO:0015276]	voltage-gated potassium channel complex [GO:0008076]; delayed rectifier potassium channel activity [GO:0005251]; ligand-gated monoatomic ion channel activity [GO:0015276]; action potential [GO:0001508]
KAK2547451.1	A0AAD9PR22	unreviewed	A0AAD9PR22_ACRCE	Uncharacterized protein	P5673_032533	Acropora cervicornis (Staghorn coral)	264					
PFX27793.1	A0A2B4SFG3	unreviewed	A0A2B4SFG3_STYPI	Transposon Ty3-I Gag-Pol polyprotein	TY3B-I AWC38_SpisGene7466	Stylophora pistillata (Smooth cauliflower coral)	2537	membrane [GO:0016020]	cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; DNA integration [GO:0015074]	GO:0003676; GO:0004714; GO:0005524; GO:0007169; GO:0015074; GO:0016020	ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	membrane [GO:0016020]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; DNA integration [GO:0015074]
PFX25802.1	A0A2B4SB87	unreviewed	A0A2B4SB87_STYPI	Uncharacterized protein	AWC38_SpisGene9569	Stylophora pistillata (Smooth cauliflower coral)	542					
KAK2555517.1	A0AAD9Q674	unreviewed	A0AAD9Q674_ACRCE	Gamma-butyrobetaine dioxygenase	P5673_022858	Acropora cervicornis (Staghorn coral)	164			GO:0046872; GO:0051213	dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]	dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]
CAB4027766.1	A0A6S7J702	unreviewed	A0A6S7J702_PARCT	G2 M phase-specific E3 ubiquitin- ligase	PACLA_8A055065	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	385			GO:0004842; GO:0016874	ligase activity [GO:0016874]; ubiquitin-protein transferase activity [GO:0004842]	ligase activity [GO:0016874]; ubiquitin-protein transferase activity [GO:0004842]
KAJ7363466.1	A0A9W9YR47	unreviewed	A0A9W9YR47_9CNID	Chromatin modification-related protein MEAF6	MEAF6 OS493_009621	Desmophyllum pertusum	169	histone acetyltransferase complex [GO:0000123]; nucleus [GO:0005634]	chromatin organization [GO:0006325]	GO:0000123; GO:0005634; GO:0006325		histone acetyltransferase complex [GO:0000123]; nucleus [GO:0005634]; chromatin organization [GO:0006325]
KAK2571637.1	A0AAD9VF31	unreviewed	A0AAD9VF31_ACRCE	N-alpha-acetyltransferase 60 (EC 2.3.1.259) (EC 2.3.1.48)	P5673_003003	Acropora cervicornis (Staghorn coral)	199	Golgi membrane [GO:0000139]	chromosome segregation [GO:0007059]	GO:0000139; GO:0004402; GO:0004596; GO:0007059	histone acetyltransferase activity [GO:0004402]; peptide alpha-N-acetyltransferase activity [GO:0004596]	Golgi membrane [GO:0000139]; histone acetyltransferase activity [GO:0004402]; peptide alpha-N-acetyltransferase activity [GO:0004596]; chromosome segregation [GO:0007059]
PIK61330.1	A0A2G8LMC6	unreviewed	A0A2G8LMC6_STIJA	Putative craniofacial development protein 2-like	BSL78_01750	Stichopus japonicus (Sea cucumber)	440			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
KAJ7371565.1	A0A9X0CQ50	unreviewed	A0A9X0CQ50_9CNID	Cadherin-like and PC-esterase	CPED1_3 OS493_024239	Desmophyllum pertusum	532	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
RMX51066.1	A0A3M6UBY4	unreviewed	A0A3M6UBY4_POCDA	Endonuclease/exonuclease/phosphatase domain-containing protein	pdam_00025872	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	113					
RMX36736.1	A0A3M6T5N0	unreviewed	A0A3M6T5N0_POCDA	MULE transposase domain-containing protein	pdam_00023180	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	197					
KAK2573065.1	A0AAD9VGJ0	unreviewed	A0AAD9VGJ0_ACRCE	[Acyl-carrier-protein] phosphodiesterase PptH	P5673_002097	Acropora cervicornis (Staghorn coral)	332			GO:0016787	hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]
KAK2546619.1	A0AAD9UQV5	unreviewed	A0AAD9UQV5_ACRCE	Gag-Pol polyprotein	P5673_033782	Acropora cervicornis (Staghorn coral)	325			GO:0003677	DNA binding [GO:0003677]	DNA binding [GO:0003677]
KAK2549207.1	A0AAD9PU96	unreviewed	A0AAD9PU96_ACRCE	Retrotransposon gag domain-containing protein	P5673_030433	Acropora cervicornis (Staghorn coral)	218					
KAJ7378010.1	A0A9W9ZAY2	unreviewed	A0A9W9ZAY2_9CNID	C3H1-type domain-containing protein	OS493_025326	Desmophyllum pertusum	169	RNA N6-methyladenosine methyltransferase complex [GO:0036396]	mRNA modification [GO:0016556]	GO:0008270; GO:0016556; GO:0036396	zinc ion binding [GO:0008270]	RNA N6-methyladenosine methyltransferase complex [GO:0036396]; zinc ion binding [GO:0008270]; mRNA modification [GO:0016556]
CAH3041817.1	A0AAU9W0H4	unreviewed	A0AAU9W0H4_9CNID	OTU domain-containing protein	PMEA_00028398	Pocillopora meandrina	655					
KAK2569350.1	A0AAD9QYB1	unreviewed	A0AAD9QYB1_ACRCE	Uncharacterized protein	P5673_006269	Acropora cervicornis (Staghorn coral)	125					
KAK2566042.1	A0AAD9V9N0	unreviewed	A0AAD9V9N0_ACRCE	Transcription factor AP-2 C-terminal domain-containing protein	P5673_010367	Acropora cervicornis (Staghorn coral)	841					
PFX15555.1	A0A2B4RH12	unreviewed	A0A2B4RH12_STYPI	SWIM-type domain-containing protein	AWC38_SpisGene20224	Stylophora pistillata (Smooth cauliflower coral)	1477		DNA repair [GO:0006281]	GO:0006281; GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]; DNA repair [GO:0006281]
KAK2551967.1	A0AAD9PZH7	unreviewed	A0AAD9PZH7_ACRCE	Reverse transcriptase	P5673_026963	Acropora cervicornis (Staghorn coral)	141					
KAK2550677.1	A0AAD9PX35	unreviewed	A0AAD9PX35_ACRCE	Zinc finger protein 503	P5673_028541	Acropora cervicornis (Staghorn coral)	458	nucleus [GO:0005634]	negative regulation of DNA-templated transcription [GO:0045892]	GO:0005634; GO:0008270; GO:0045892	zinc ion binding [GO:0008270]	nucleus [GO:0005634]; zinc ion binding [GO:0008270]; negative regulation of DNA-templated transcription [GO:0045892]
KAK2572476.1	A0AAD9VFF9	unreviewed	A0AAD9VFF9_ACRCE	Protein N-lysine methyltransferase METTL21A	P5673_002726	Acropora cervicornis (Staghorn coral)	221	cytosol [GO:0005829]; protein-containing complex [GO:0032991]	methylation [GO:0032259]	GO:0005829; GO:0008168; GO:0032259; GO:0032991	methyltransferase activity [GO:0008168]	cytosol [GO:0005829]; protein-containing complex [GO:0032991]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]
CAB4030118.1	A0A7D9LGQ6	unreviewed	A0A7D9LGQ6_PARCT	Uncharacterized protein	PACLA_8A047429	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	988			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
KAK2547034.1	A0AAD9PQ78	unreviewed	A0AAD9PQ78_ACRCE	L-tyrosine decarboxylase	P5673_033214	Acropora cervicornis (Staghorn coral)	966		carboxylic acid metabolic process [GO:0019752]	GO:0016830; GO:0019752; GO:0030170	carbon-carbon lyase activity [GO:0016830]; pyridoxal phosphate binding [GO:0030170]	carbon-carbon lyase activity [GO:0016830]; pyridoxal phosphate binding [GO:0030170]; carboxylic acid metabolic process [GO:0019752]
KAK2553438.1	A0AAD9Q2H4	unreviewed	A0AAD9Q2H4_ACRCE	PHD finger protein 3	P5673_025192	Acropora cervicornis (Staghorn coral)	1889	nucleus [GO:0005634]	DNA-templated transcription [GO:0006351]	GO:0004386; GO:0005634; GO:0006351; GO:0008270	helicase activity [GO:0004386]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; helicase activity [GO:0004386]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]
KAJ7390641.1	A0A9X0D8N1	unreviewed	A0A9X0D8N1_9CNID	TOG domain-containing protein	OS493_023352	Desmophyllum pertusum	472					
KAJ7362131.1	A0A9W9YQA9	unreviewed	A0A9W9YQA9_9CNID	Transposase	OS493_013222	Desmophyllum pertusum	196					
KAK2566714.1	A0AAD9QSJ1	unreviewed	A0AAD9QSJ1_ACRCE	Retrovirus-related Pol polyprotein from transposon 297	P5673_009386	Acropora cervicornis (Staghorn coral)	959			GO:0003964; GO:0004519	endonuclease activity [GO:0004519]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; RNA-directed DNA polymerase activity [GO:0003964]
ABB17952.1	A8CLN4	unreviewed	A8CLN4_MONEF	Red fluorescent GFP-like protein		Montipora efflorescens (Pore coral)	234		bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]	GO:0006091; GO:0008218		bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]
EDO45744.1	A7RS49	unreviewed	A7RS49_NEMVE	Endonuclease/exonuclease/phosphatase domain-containing protein	NEMVEDRAFT_v1g201322	Nematostella vectensis (Starlet sea anemone)	422			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
KAK2560616.1	A0AAD9QGQ1	unreviewed	A0AAD9QGQ1_ACRCE	Uncharacterized protein	P5673_016352	Acropora cervicornis (Staghorn coral)	345					
KAK2552740.1	A0AAD9UX19	unreviewed	A0AAD9UX19_ACRCE	LisH domain-containing protein ARMC9	P5673_026173	Acropora cervicornis (Staghorn coral)	429	centriole [GO:0005814]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]	cilium assembly [GO:0060271]	GO:0005814; GO:0036064; GO:0060271; GO:0097542		centriole [GO:0005814]; ciliary basal body [GO:0036064]; ciliary tip [GO:0097542]; cilium assembly [GO:0060271]
CAH3165290.1	A0AAU9Y4R9	unreviewed	A0AAU9Y4R9_9CNID	Uncharacterized protein	PMEA_00003422	Pocillopora meandrina	237					
CAH3117726.1	A0AAU9WKZ9	unreviewed	A0AAU9WKZ9_9CNID	Uncharacterized protein	PMEA_00007622	Pocillopora meandrina	234					
KAK2556746.1	A0AAD9Q9A6	unreviewed	A0AAD9Q9A6_ACRCE	Uncharacterized protein	P5673_021305	Acropora cervicornis (Staghorn coral)	191					
PFX20951.1	A0A2B4RTL1	unreviewed	A0A2B4RTL1_STYPI	Putative RNA-directed DNA polymerase from transposon X-element	AWC38_SpisGene14571	Stylophora pistillata (Smooth cauliflower coral)	711			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]
PFX32346.1	A0A2B4SSN0	unreviewed	A0A2B4SSN0_STYPI	Uncharacterized protein	AWC38_SpisGene2769	Stylophora pistillata (Smooth cauliflower coral)	337					
KAK2568022.1	A0AAD9VBJ4	unreviewed	A0AAD9VBJ4_ACRCE	CCHC NOA-type domain-containing protein	P5673_007931	Acropora cervicornis (Staghorn coral)	1063	cytoplasm [GO:0005737]; nucleus [GO:0005634]	regulation of canonical NF-kappaB signal transduction [GO:0043122]	GO:0005634; GO:0005737; GO:0008270; GO:0043122; GO:0070530	K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; zinc ion binding [GO:0008270]; regulation of canonical NF-kappaB signal transduction [GO:0043122]
KAK0144832.1	A0AA47P2U3	unreviewed	A0AA47P2U3_MERPO	Uncharacterized protein	N1851_016592	Merluccius polli (Benguela hake) (Merluccius cadenati)	192					
KAK2574397.1	A0AAD9VHX6	unreviewed	A0AAD9VHX6_ACRCE	Insoluble matrix shell protein 1	P5673_000558	Acropora cervicornis (Staghorn coral)	421					
KAK2569734.1	A0AAD9VCY0	unreviewed	A0AAD9VCY0_ACRCE	Tetratricopeptide repeat protein 28	P5673_005572	Acropora cervicornis (Staghorn coral)	1009					
PFX15552.1	A0A2B4RH24	unreviewed	A0A2B4RH24_STYPI	Uncharacterized protein	AWC38_SpisGene20223	Stylophora pistillata (Smooth cauliflower coral)	847					
KAJ7383284.1	A0A9W9ZLT2	unreviewed	A0A9W9ZLT2_9CNID	DED domain-containing protein	OS493_029249	Desmophyllum pertusum	288		regulation of apoptotic process [GO:0042981]	GO:0042981		regulation of apoptotic process [GO:0042981]
KAK2568035.1	A0AAD9QV99	unreviewed	A0AAD9QV99_ACRCE	D-arabinono-1	P5673_007945	Acropora cervicornis (Staghorn coral)	488	membrane [GO:0016020]		GO:0003885; GO:0016020; GO:0071949	D-arabinono-1,4-lactone oxidase activity [GO:0003885]; FAD binding [GO:0071949]	membrane [GO:0016020]; D-arabinono-1,4-lactone oxidase activity [GO:0003885]; FAD binding [GO:0071949]
KAK2563646.1	A0AAD9QMF9	unreviewed	A0AAD9QMF9_ACRCE	Scoloptoxin SSD14	P5673_012613	Acropora cervicornis (Staghorn coral)	613	plasma membrane [GO:0005886]	glutathione catabolic process [GO:0006751]	GO:0005886; GO:0006751; GO:0036374	glutathione hydrolase activity [GO:0036374]	plasma membrane [GO:0005886]; glutathione hydrolase activity [GO:0036374]; glutathione catabolic process [GO:0006751]
KAK2570964.1	A0AAD9VE23	unreviewed	A0AAD9VE23_ACRCE	Glycoprotein endo-alpha-1	P5673_004692	Acropora cervicornis (Staghorn coral)	465	Golgi membrane [GO:0000139]		GO:0000139; GO:0004559	alpha-mannosidase activity [GO:0004559]	Golgi membrane [GO:0000139]; alpha-mannosidase activity [GO:0004559]
PFX17564.1	A0A2B4RGR7	unreviewed	A0A2B4RGR7_STYPI	Uncharacterized protein	AWC38_SpisGene18105	Stylophora pistillata (Smooth cauliflower coral)	1095					
EDO34761.1	A7SND0	unreviewed	A7SND0_NEMVE	Craniofacial development protein 2-like	NEMVEDRAFT_v1g55967	Nematostella vectensis (Starlet sea anemone)	151					
KAJ7394673.1	A0A9X0A7N3	unreviewed	A0A9X0A7N3_9CNID	Uncharacterized protein	OS493_000494	Desmophyllum pertusum	196					
KAK2561593.1	A0AAD9QHX5	unreviewed	A0AAD9QHX5_ACRCE	Large ribosomal subunit protein uL10m (39S ribosomal protein L10, mitochondrial)	P5673_015578	Acropora cervicornis (Staghorn coral)	186	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]		GO:0005840; GO:1990904		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
KAJ7371597.1	A0A9W9YY21	unreviewed	A0A9W9YY21_9CNID	Uncharacterized protein	OS493_024273	Desmophyllum pertusum	226					
KAJ7371945.1	A0A9W9YYV6	unreviewed	A0A9W9YYV6_9CNID	Uncharacterized protein	OS493_022043	Desmophyllum pertusum	246					
KAK2567848.1	A0AAD9QUY0	unreviewed	A0AAD9QUY0_ACRCE	Aldehyde dehydrogenase 1A1	P5673_007729	Acropora cervicornis (Staghorn coral)	492			GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]
KAK2573038.1	A0AAD9R550	unreviewed	A0AAD9R550_ACRCE	BTB/POZ domain-containing protein 6	P5673_002068	Acropora cervicornis (Staghorn coral)	453	cytosol [GO:0005829]	neurogenesis [GO:0022008]	GO:0005829; GO:0022008		cytosol [GO:0005829]; neurogenesis [GO:0022008]
KAK2548326.1	A0AAD9USH7	unreviewed	A0AAD9USH7_ACRCE	DDE Tnp4 domain-containing protein	P5673_031478	Acropora cervicornis (Staghorn coral)	277			GO:0046872	metal ion binding [GO:0046872]	metal ion binding [GO:0046872]
CAB4044745.1	A0A7D9M8P0	unreviewed	A0A7D9M8P0_PARCT	Uncharacterized protein	PACLA_8A038096	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	295					
KAJ7340320.1	A0A9W9YGN1	unreviewed	A0A9W9YGN1_9CNID	Fido domain-containing protein	OS493_003056	Desmophyllum pertusum	320					
KAJ7383575.1	A0A9W9ZLL8	unreviewed	A0A9W9ZLL8_9CNID	Negative regulation of sodium-dependent phosphate transport	SFRP4_2 OS493_027242	Desmophyllum pertusum	290	extracellular region [GO:0005576]; plasma membrane [GO:0005886]	canonical Wnt signaling pathway [GO:0060070]; cell differentiation [GO:0030154]; non-canonical Wnt signaling pathway [GO:0035567]	GO:0005576; GO:0005886; GO:0017147; GO:0030154; GO:0035567; GO:0042813; GO:0060070	Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]	extracellular region [GO:0005576]; plasma membrane [GO:0005886]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]; canonical Wnt signaling pathway [GO:0060070]; cell differentiation [GO:0030154]; non-canonical Wnt signaling pathway [GO:0035567]
KAJ7372790.1	A0A9W9Z0I6	unreviewed	A0A9W9Z0I6_9CNID	beta-N-acetylhexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	OS493_016709	Desmophyllum pertusum	1409	membrane [GO:0016020]	carbohydrate metabolic process [GO:0005975]; glycosaminoglycan metabolic process [GO:0030203]	GO:0004563; GO:0005975; GO:0016020; GO:0030203; GO:0030247	beta-N-acetylhexosaminidase activity [GO:0004563]; polysaccharide binding [GO:0030247]	membrane [GO:0016020]; beta-N-acetylhexosaminidase activity [GO:0004563]; polysaccharide binding [GO:0030247]; carbohydrate metabolic process [GO:0005975]; glycosaminoglycan metabolic process [GO:0030203]
PFX13594.1	A0A2B4R5H2	unreviewed	A0A2B4R5H2_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene22308	Stylophora pistillata (Smooth cauliflower coral)	1488			GO:0003677; GO:0004519; GO:0008270; GO:0046983	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; protein dimerization activity [GO:0046983]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; protein dimerization activity [GO:0046983]; zinc ion binding [GO:0008270]
CAH3122375.1	A0AAU9WQ70	unreviewed	A0AAU9WQ70_9CNID	Nuclear apoptosis-inducing factor 1	PMEA_00009598	Pocillopora meandrina	259					
KAK2572006.1	A0AAD9R2S7	unreviewed	A0AAD9R2S7_ACRCE	Peptidase A2 domain-containing protein	P5673_003431	Acropora cervicornis (Staghorn coral)	318					
