From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
XP_027039819.1	A0A3M6U713	unreviewed	A0A3M6U713_POCDA	Uncharacterized protein	pdam_00013561	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	646	cytoplasm [GO:0005737]	DNA catabolic process [GO:0006308]	GO:0003676; GO:0005737; GO:0006308; GO:0008296	3'-5'-DNA exonuclease activity [GO:0008296]; nucleic acid binding [GO:0003676]	cytoplasm [GO:0005737]; 3'-5'-DNA exonuclease activity [GO:0008296]; nucleic acid binding [GO:0003676]; DNA catabolic process [GO:0006308]	
XP_027054559.1	A0A3M6T721	unreviewed	A0A3M6T721_POCDA	Nucleotide exchange factor SIL1	pdam_00019035	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	451	endoplasmic reticulum lumen [GO:0005788]	protein transport [GO:0015031]	GO:0000774; GO:0005788; GO:0015031	adenyl-nucleotide exchange factor activity [GO:0000774]	endoplasmic reticulum lumen [GO:0005788]; adenyl-nucleotide exchange factor activity [GO:0000774]; protein transport [GO:0015031]	
XP_027039975.1	A0A3M6U6F3	unreviewed	A0A3M6U6F3_POCDA	F5/8 type C domain-containing protein	pdam_00003913	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1233	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027044939.1	A0A3M6TV28	unreviewed	A0A3M6TV28_POCDA	RRM domain-containing protein	pdam_00021091	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	523	cytoplasm [GO:0005737]; nucleus [GO:0005634]		GO:0003729; GO:0005634; GO:0005737	mRNA binding [GO:0003729]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; mRNA binding [GO:0003729]	
XP_027050042.1	A0A3M6THY7	unreviewed	A0A3M6THY7_POCDA	F-box domain-containing protein	pdam_00017656	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	621	SCF ubiquitin ligase complex [GO:0019005]	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]	GO:0019005; GO:0031146		SCF ubiquitin ligase complex [GO:0019005]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]	
XP_027040951.1	A0A3M6U3W9	unreviewed	A0A3M6U3W9_POCDA	RING-type domain-containing protein	pdam_00011134	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	566			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]	
XP_027058691.1	A0A3M6USM6	unreviewed	A0A3M6USM6_POCDA	Uncharacterized protein	pdam_00002349	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	334	membrane [GO:0016020]	deoxyribonucleotide biosynthetic process [GO:0009263]	GO:0009263; GO:0016020; GO:0016491	oxidoreductase activity [GO:0016491]	membrane [GO:0016020]; oxidoreductase activity [GO:0016491]; deoxyribonucleotide biosynthetic process [GO:0009263]	
XP_027047950.1	A0A3M6TND2	unreviewed	A0A3M6TND2_POCDA	Cytochrome P450	pdam_00014164	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	486		hormone biosynthetic process [GO:0042446]; progesterone metabolic process [GO:0042448]	GO:0004508; GO:0005506; GO:0020037; GO:0042446; GO:0042448	heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid 17-alpha-monooxygenase activity [GO:0004508]	heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid 17-alpha-monooxygenase activity [GO:0004508]; hormone biosynthetic process [GO:0042446]; progesterone metabolic process [GO:0042448]	
XP_027040233.1	A0A3M6U5N7	unreviewed	A0A3M6U5N7_POCDA	PCI domain-containing protein	pdam_00013004	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	498	proteasome regulatory particle, lid subcomplex [GO:0008541]	regulation of protein catabolic process [GO:0042176]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0006511; GO:0008541; GO:0030234; GO:0042176	enzyme regulator activity [GO:0030234]	proteasome regulatory particle, lid subcomplex [GO:0008541]; enzyme regulator activity [GO:0030234]; regulation of protein catabolic process [GO:0042176]; ubiquitin-dependent protein catabolic process [GO:0006511]	
XP_027054429.1	A0A3M6T7M1	unreviewed	A0A3M6T7M1_POCDA	Ras-related protein Rab-10	pdam_00008951	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	304			GO:0003924; GO:0005525	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	
XP_027044848.1	A0A3M6TVP0	unreviewed	A0A3M6TVP0_POCDA	Cyclin-dependent kinase 7 (EC 2.7.11.23) (Cell division protein kinase 7)	pdam_00000790	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	343	cytoplasm [GO:0005737]; transcription factor TFIIK complex [GO:0070985]	positive regulation of transcription by RNA polymerase II [GO:0045944]	GO:0004693; GO:0005524; GO:0005737; GO:0045944; GO:0070985; GO:0140833; GO:0140834; GO:0140835; GO:0140836; GO:0140837	ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; RNA polymerase II CTD heptapeptide repeat S2 kinase activity [GO:0140834]; RNA polymerase II CTD heptapeptide repeat S5 kinase activity [GO:0140836]; RNA polymerase II CTD heptapeptide repeat S7 kinase activity [GO:0140837]; RNA polymerase II CTD heptapeptide repeat T4 kinase activity [GO:0140835]; RNA polymerase II CTD heptapeptide repeat Y1 kinase activity [GO:0140833]	cytoplasm [GO:0005737]; transcription factor TFIIK complex [GO:0070985]; ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; RNA polymerase II CTD heptapeptide repeat S2 kinase activity [GO:0140834]; RNA polymerase II CTD heptapeptide repeat S5 kinase activity [GO:0140836]; RNA polymerase II CTD heptapeptide repeat S7 kinase activity [GO:0140837]; RNA polymerase II CTD heptapeptide repeat T4 kinase activity [GO:0140835]; RNA polymerase II CTD heptapeptide repeat Y1 kinase activity [GO:0140833]; positive regulation of transcription by RNA polymerase II [GO:0045944]	
XP_027052585.1	A0A3M6TBR1	unreviewed	A0A3M6TBR1_POCDA	Bcl-2 Bcl-2 homology region 1-3 domain-containing protein	pdam_00013975	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	187	endomembrane system [GO:0012505]; mitochondrial outer membrane [GO:0005741]	extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; regulation of apoptotic process [GO:0042981]; release of cytochrome c from mitochondria [GO:0001836]	GO:0001836; GO:0005741; GO:0008630; GO:0012505; GO:0042981; GO:0051400; GO:0097192	BH domain binding [GO:0051400]	endomembrane system [GO:0012505]; mitochondrial outer membrane [GO:0005741]; BH domain binding [GO:0051400]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; regulation of apoptotic process [GO:0042981]; release of cytochrome c from mitochondria [GO:0001836]	
XP_027044526.1	A0A3M6TVT2	unreviewed	A0A3M6TVT2_POCDA	Cytochrome P450	pdam_00008420	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	501	membrane [GO:0016020]		GO:0005506; GO:0008395; GO:0016020; GO:0016705; GO:0020037	heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; steroid hydroxylase activity [GO:0008395]	membrane [GO:0016020]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; steroid hydroxylase activity [GO:0008395]	
XP_027041045.1	A0A3M6U3K8	unreviewed	A0A3M6U3K8_POCDA	peptidylprolyl isomerase (EC 5.2.1.8)	pdam_00005458	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	487			GO:0140839; GO:0140840	RNA polymerase II CTD heptapeptide repeat P3 isomerase activity [GO:0140839]; RNA polymerase II CTD heptapeptide repeat P6 isomerase activity [GO:0140840]	RNA polymerase II CTD heptapeptide repeat P3 isomerase activity [GO:0140839]; RNA polymerase II CTD heptapeptide repeat P6 isomerase activity [GO:0140840]	
XP_027057915.1	A0A3M6V5E8	unreviewed	A0A3M6V5E8_POCDA	Arrestin C-terminal-like domain-containing protein	pdam_00005663	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	377	cytoplasm [GO:0005737]	protein transport [GO:0015031]	GO:0005737; GO:0015031		cytoplasm [GO:0005737]; protein transport [GO:0015031]	
XP_022784491.1	A0A2B4SHI7	unreviewed	A0A2B4SHI7_STYPI	Uncharacterized protein	AWC38_SpisGene5882	Stylophora pistillata (Smooth cauliflower coral)	118						
XP_027060583.1	A0A3M6UPX2	unreviewed	A0A3M6UPX2_POCDA	Ig-like domain-containing protein	pdam_00001754	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	569						
XP_027051825.1	A0A3M6TDL0	unreviewed	A0A3M6TDL0_POCDA	Trichohyalin-like	pdam_00007595	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1801						
XP_027058876.1	A0A3M6URW8	unreviewed	A0A3M6URW8_POCDA	Peptidase S1 domain-containing protein	pdam_00008858	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	222		proteolysis [GO:0006508]	GO:0004252; GO:0006508	serine-type endopeptidase activity [GO:0004252]	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	
XP_027053465.1	A0A3M6UKB8	unreviewed	A0A3M6UKB8_POCDA	Transcription and mRNA export factor ENY2 (Enhancer of yellow 2 transcription factor homolog)	pdam_00017377	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	104	DUBm complex [GO:0071819]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; SAGA complex [GO:0000124]; transcription export complex 2 [GO:0070390]	chromatin organization [GO:0006325]; mRNA export from nucleus [GO:0006406]; protein transport [GO:0015031]; transcription elongation by RNA polymerase II [GO:0006368]	GO:0000124; GO:0003713; GO:0005643; GO:0005654; GO:0006325; GO:0006368; GO:0006406; GO:0015031; GO:0070390; GO:0071819	transcription coactivator activity [GO:0003713]	DUBm complex [GO:0071819]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; SAGA complex [GO:0000124]; transcription export complex 2 [GO:0070390]; transcription coactivator activity [GO:0003713]; chromatin organization [GO:0006325]; mRNA export from nucleus [GO:0006406]; protein transport [GO:0015031]; transcription elongation by RNA polymerase II [GO:0006368]	
XP_027051819.1	A0A3M6TE13	unreviewed	A0A3M6TE13_POCDA	Prefoldin subunit 1	pdam_00015593	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	121	cytoplasm [GO:0005737]; prefoldin complex [GO:0016272]		GO:0005737; GO:0016272; GO:0044183; GO:0051082	protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]	cytoplasm [GO:0005737]; prefoldin complex [GO:0016272]; protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082]	
XP_027050187.1	A0A3M6THJ7	unreviewed	A0A3M6THJ7_POCDA	Uncharacterized protein	pdam_00006531	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	174						
XP_027058424.1	A0A3M6USX5	unreviewed	A0A3M6USX5_POCDA	Uncharacterized protein	pdam_00009951	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	148						
XP_031550451.1	A0A6P8H4V0	unreviewed	A0A6P8H4V0_ACTTE	Uncharacterized protein LOC116287882	LOC116287882	Actinia tenebrosa (Australian red waratah sea anemone)	1441		DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	LOC116287882
XP_027048921.1	A0A3M6TKN2	unreviewed	A0A3M6TKN2_POCDA	Small nuclear ribonucleoprotein G (snRNP-G)	pdam_00012487	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	77	catalytic step 2 spliceosome [GO:0071013]; P granule [GO:0043186]; precatalytic spliceosome [GO:0071011]; SMN-Sm protein complex [GO:0034719]; spliceosomal tri-snRNP complex [GO:0097526]; U1 snRNP [GO:0005685]; U12-type spliceosomal complex [GO:0005689]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]	spliceosomal snRNP assembly [GO:0000387]	GO:0000387; GO:0003723; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0034719; GO:0043186; GO:0071004; GO:0071011; GO:0071013; GO:0097526	RNA binding [GO:0003723]	catalytic step 2 spliceosome [GO:0071013]; P granule [GO:0043186]; precatalytic spliceosome [GO:0071011]; SMN-Sm protein complex [GO:0034719]; spliceosomal tri-snRNP complex [GO:0097526]; U1 snRNP [GO:0005685]; U12-type spliceosomal complex [GO:0005689]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]; RNA binding [GO:0003723]; spliceosomal snRNP assembly [GO:0000387]	
XP_027039135.1	A0A3M6U7Y8	unreviewed	A0A3M6U7Y8_POCDA	non-specific serine/threonine protein kinase (EC 2.7.11.1)	pdam_00009114	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	225	cytosol [GO:0005829]; EKC/KEOPS complex [GO:0000408]; nucleus [GO:0005634]	tRNA processing [GO:0008033]; tRNA threonylcarbamoyladenosine metabolic process [GO:0070525]	GO:0000408; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0005634; GO:0005829; GO:0008033; GO:0035175; GO:0035402; GO:0035403; GO:0035979; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0070525; GO:0072354; GO:0072371; GO:0072518; GO:0140823; GO:0140855; GO:0140857; GO:1990244	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]	cytosol [GO:0005829]; EKC/KEOPS complex [GO:0000408]; nucleus [GO:0005634]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; tRNA processing [GO:0008033]; tRNA threonylcarbamoyladenosine metabolic process [GO:0070525]	
XP_027053834.1	A0A3M6T8J8	unreviewed	A0A3M6T8J8_POCDA	Coronin	pdam_00006597	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	459		actin filament organization [GO:0007015]	GO:0007015; GO:0051015	actin filament binding [GO:0051015]	actin filament binding [GO:0051015]; actin filament organization [GO:0007015]	
XP_027048779.1	A0A3M6TKX6	unreviewed	A0A3M6TKX6_POCDA	UPAR/Ly6 domain-containing protein	pdam_00001186	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	142						
XP_027038540.1	A0A3M6U9K8	unreviewed	A0A3M6U9K8_POCDA	Uncharacterized protein	pdam_00006955	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1292						
XP_027040360.1	A0A3M6U4T9	unreviewed	A0A3M6U4T9_POCDA	Cullin family profile domain-containing protein	pdam_00001550	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	785		ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0006511; GO:0031625	ubiquitin protein ligase binding [GO:0031625]	ubiquitin protein ligase binding [GO:0031625]; ubiquitin-dependent protein catabolic process [GO:0006511]	
XP_022804262.1	A0A2B4REZ2	unreviewed	A0A2B4REZ2_STYPI	Retrovirus-related Pol polyprotein from transposon 17.6	pol AWC38_SpisGene18768	Stylophora pistillata (Smooth cauliflower coral)	734	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	pol
XP_027054587.1	A0A3M6T774	unreviewed	A0A3M6T774_POCDA	EGF-like domain-containing protein	pdam_00010660	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	293						
XP_027060667.1	A0A3M6UHY5	unreviewed	A0A3M6UHY5_POCDA	Uncharacterized protein	pdam_00015476	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1912						
XP_027055078.1	A0A3M6T625	unreviewed	A0A3M6T625_POCDA	RING-type domain-containing protein	pdam_00008998	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	328		regulation of canonical NF-kappaB signal transduction [GO:0043122]	GO:0008270; GO:0043122	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]; regulation of canonical NF-kappaB signal transduction [GO:0043122]	
XP_022804562.1	A0A2B4RK36	unreviewed	A0A2B4RK36_STYPI	Guanylate-binding protein 6	GBP6 AWC38_SpisGene18976	Stylophora pistillata (Smooth cauliflower coral)	1027			GO:0003924; GO:0005525	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GBP6
XP_027042366.1	A0A3M6UN13	unreviewed	A0A3M6UN13_POCDA	OPA3-like protein	pdam_00016175	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	232	mitochondrion [GO:0005739]	regulation of lipid metabolic process [GO:0019216]	GO:0005739; GO:0019216		mitochondrion [GO:0005739]; regulation of lipid metabolic process [GO:0019216]	
